KIC,Teff,e_Teff,r_Teff,n_Teff,log(g),e_log(g),r_log(g),n_log(g),[Fe/H],e_[Fe/H],r_[Fe/H],n_[Fe/H],T,Teff1,log.g1,[Fe/H]1,R,M,n_M,rho,Ref,_RA,_DE
 ,K,K, , ,[cm/s2],[cm/s2], , ,[Sun],[Sun], , , ,K,[cm/s2],[Sun],Rsun,Msun, ,g/cm3, ,deg,deg
--------,-----,----,--,---,------,------,--,---,------,------,--,---,---,-----,------,------,-------,------,----,---------,--,---------,---------
,,,,,,,,,,,,,,,,,,,,,,,
9965648,5036,154,1,PHO,3.549,0.4,0,KIC,0,0.3,0,KIC,1,5038,3.552,0,3.193,1.326,DSEP,5.74E-02,  ,297.31784,46.85349
,,,,,,,,,,,,,,,,,,,,,,,
9968907,5070,146,1,PHO,3.585,0.4,0,KIC,-0.099,0.3,0,KIC,1,5071,3.579,-0.1,2.96,1.211,DSEP,6.57E-02,  ,298.27017,46.86364
,,,,,,,,,,,,,,,,,,,,,,,
9973488,7805,273,0,KIC,3.558,0.4,0,KIC,-0.078,0.3,0,KIC,1,7780,3.658,-0.08,3.516,2.054,DSEP,6.66E-02,  ,299.66046,46.82863
,,,,,,,,,,,,,,,,,,,,,,,
9974707,6055,203,1,PHO,3.549,0.4,0,KIC,-0.143,0.3,0,KIC,1,6050,3.574,-0.14,3.361,1.545,DSEP,5.73E-02,  ,300.05176,46.85394
,,,,,,,,,,,,,,,,,,,,,,,
9991521,5365,157,1,PHO,3.51,0.4,0,KIC,-0.356,0.3,0,KIC,1,5376,3.49,-0.34,3.637,1.493,DSEP,4.37E-02,  ,281.10059,46.90905
,,,,,,,,,,,,,,,,,,,,,,,
9994771,5523,153,1,PHO,3.571,0.4,0,KIC,-0.281,0.3,0,KIC,1,5525,3.568,-0.28,3.287,1.457,DSEP,5.78E-02,  ,283.19122,46.93408
,,,,,,,,,,,,,,,,,,,,,,,
9996624,5117,150,1,PHO,3.521,0.4,0,KIC,-0.096,0.3,0,KIC,1,5122,3.512,-0.1,3.425,1.391,DSEP,4.88E-02,  ,284.27838,46.99156
,,,,,,,,,,,,,,,,,,,,,,,
10000981,5063,148,1,PHO,3.569,0.4,0,KIC,-0.677,0.3,0,KIC,1,5107,3.49,-0.58,2.706,0.825,DSEP,5.86E-02,  ,286.83981,46.95322
,,,,,,,,,,,,,,,,,,,,,,,
10001558,5139,146,1,PHO,3.563,0.4,0,KIC,-0.516,0.3,0,KIC,1,5140,3.552,-0.52,2.623,0.895,DSEP,6.98E-02,  ,287.19629,46.92612
,,,,,,,,,,,,,,,,,,,,,,,
10018337,5307,166,1,PHO,3.557,0.4,0,KIC,-0.163,0.3,0,KIC,1,5294,3.571,-0.18,3.258,1.441,DSEP,5.87E-02,  ,294.5152,46.90068
,,,,,,,,,,,,,,,,,,,,,,,
10018832,4898,143,1,PHO,3.565,0.4,0,KIC,-0.018,0.3,0,KIC,1,4895,3.554,-0.02,2.75,0.988,DSEP,6.69E-02,  ,294.70245,46.97594
,,,,,,,,,,,,,,,,,,,,,,,
10023547,5311,157,1,PHO,3.582,0.4,0,KIC,0.213,0.3,0,KIC,1,5322,3.594,0.22,3.391,1.644,DSEP,5.94E-02,  ,296.39264,46.96768
,,,,,,,,,,,,,,,,,,,,,,,
10026303,6015,210,54,PHO,3.583,0.4,54,PHO,-0.74,0.3,54,PHO,0,6021,3.602,-0.74,2.906,1.232,DSEP,7.07E-02,  ,297.21796,46.91108
,,,,,,,,,,,,,,,,,,,,,,,
10027563,7530,263,0,KIC,3.555,0.4,0,KIC,-0.347,0.3,0,KIC,1,7545,3.539,-0.34,3.941,1.958,DSEP,4.51E-02,  ,297.57883,46.91224
,,,,,,,,,,,,,,,,,,,,,,,
10028221,4966,149,1,PHO,3.546,0.4,0,KIC,-0.509,0.3,0,KIC,1,5010,3.464,-0.4,2.833,0.851,DSEP,5.27E-02,  ,297.75961,46.99243
,,,,,,,,,,,,,,,,,,,,,,,
10035235,6049,216,1,PHO,3.526,0.4,0,KIC,0.163,0.3,0,KIC,1,6054,3.508,0.16,3.977,1.857,DSEP,4.16E-02,  ,299.85773,46.92366
,,,,,,,,,,,,,,,,,,,,,,,
10062704,5009,147,1,PHO,3.574,0.4,0,KIC,0.059,0.3,0,KIC,1,5014,3.57,0.07,3.147,1.341,DSEP,6.06E-02,  ,286.11597,47.03012
,,,,,,,,,,,,,,,,,,,,,,,
10068462,5513,192,0,KIC,3.501,0.4,0,KIC,-0.057,0.3,0,KIC,0,5518,3.485,-0.06,3.914,1.707,DSEP,4.01E-02,  ,289.03653,47.01986
,,,,,,,,,,,,,,,,,,,,,,,
10078979,5195,151,1,PHO,3.549,0.4,0,KIC,-0.192,0.3,0,KIC,1,5190,3.557,-0.2,3.178,1.329,DSEP,5.84E-02,  ,293.37265,47.05788
,,,,,,,,,,,,,,,,,,,,,,,
10083666,5314,162,1,PHO,3.537,0.4,0,KIC,-0.2,0.3,0,KIC,1,5305,3.536,-0.2,3.436,1.481,DSEP,5.14E-02,  ,295.09216,47.09359
,,,,,,,,,,,,,,,,,,,,,,,
10087579,5297,165,1,PHO,3.558,0.4,0,KIC,-0.186,0.3,0,KIC,1,5294,3.571,-0.18,3.258,1.441,DSEP,5.87E-02,  ,296.4104,47.05971
,,,,,,,,,,,,,,,,,,,,,,,
10095141,5132,163,1,PHO,3.515,0.4,0,KIC,-0.055,0.3,0,KIC,1,5129,3.515,-0.06,3.472,1.44,DSEP,4.85E-02,  ,298.61887,47.02878
,,,,,,,,,,,,,,,,,,,,,,,
10119930,5299,151,1,PHO,3.578,0.4,0,KIC,-0.072,0.3,0,KIC,1,5301,3.571,-0.08,3.339,1.513,DSEP,5.73E-02,  ,281.79245,47.16819
,,,,,,,,,,,,,,,,,,,,,,,
10121721,5825,203,54,PHO,3.553,0.4,54,PHO,-1.18,0.3,54,PHO,0,5815,3.554,-1.18,2.809,1.029,DSEP,6.54E-02,  ,282.88821,47.17876
,,,,,,,,,,,,,,,,,,,,,,,
10132358,5049,150,1,PHO,3.589,0.4,0,KIC,-0.626,0.3,0,KIC,1,5095,3.534,-0.54,2.579,0.828,DSEP,6.80E-02,  ,288.26135,47.13634
,,,,,,,,,,,,,,,,,,,,,,,
10136905,5252,157,1,PHO,3.556,0.4,0,KIC,-0.247,0.3,0,KIC,1,5249,3.543,-0.26,3.287,1.378,DSEP,5.46E-02,  ,290.21136,47.10998
,,,,,,,,,,,,,,,,,,,,,,,
10146700,6143,215,54,PHO,3.552,0.4,54,PHO,-0.4,0.3,54,PHO,0,6136,3.538,-0.42,3.41,1.465,DSEP,5.20E-02,  ,293.96893,47.14051
,,,,,,,,,,,,,,,,,,,,,,,
10154885,5223,155,1,PHO,3.547,0.4,0,KIC,-0.227,0.3,0,KIC,1,5227,3.543,-0.22,3.305,1.391,DSEP,5.43E-02,  ,296.63538,47.18776
,,,,,,,,,,,,,,,,,,,,,,,
10186469,5296,149,1,PHO,3.597,0.4,0,KIC,-0.117,0.3,0,KIC,1,5297,3.614,-0.12,3.073,1.419,DSEP,6.88E-02,  ,281.10873,47.22379
,,,,,,,,,,,,,,,,,,,,,,,
10197939,4981,144,1,PHO,3.502,0.4,0,KIC,-0.207,0.3,0,KIC,1,4983,3.503,-0.2,2.905,0.979,DSEP,5.63E-02,  ,287.39767,47.28198
,,,,,,,,,,,,,,,,,,,,,,,
10219075,5045,146,1,PHO,3.528,0.4,0,KIC,-0.14,0.3,0,KIC,1,5047,3.53,-0.14,3.052,1.15,DSEP,5.70E-02,  ,296.0141,47.25075
,,,,,,,,,,,,,,,,,,,,,,,
10219338,5040,142,1,PHO,3.574,0.4,0,KIC,-0.131,0.3,0,KIC,1,5043,3.569,-0.14,2.857,1.103,DSEP,6.66E-02,  ,296.09787,47.24101
,,,,,,,,,,,,,,,,,,,,,,,
10219630,5038,150,1,PHO,3.598,0.4,0,KIC,-0.273,0.3,0,KIC,1,5035,3.608,-0.28,2.516,0.937,DSEP,8.29E-02,  ,296.19711,47.28497
,,,,,,,,,,,,,,,,,,,,,,,
10224016,5494,203,1,PHO,3.555,0.4,0,KIC,0.049,0.3,0,KIC,1,5481,3.551,0.04,3.576,1.658,DSEP,5.10E-02,  ,297.50613,47.20115
,,,,,,,,,,,,,,,,,,,,,,,
10229037,8035,281,0,KIC,3.572,0.4,0,KIC,-0.174,0.3,0,KIC,1,8009,3.69,-0.2,3.352,2.01,DSEP,7.51E-02,  ,298.85431,47.21446
,,,,,,,,,,,,,,,,,,,,,,,
10229863,5327,171,1,PHO,3.556,0.4,0,KIC,-0.268,0.3,0,KIC,1,5324,3.591,-0.26,3.11,1.376,DSEP,6.45E-02,  ,299.06354,47.22644
,,,,,,,,,,,,,,,,,,,,,,,
10231786,6202,190,1,PHO,3.555,0.4,0,KIC,-0.297,0.3,0,KIC,1,6217,3.58,-0.28,3.294,1.504,DSEP,5.93E-02,  ,299.60031,47.23029
,,,,,,,,,,,,,,,,,,,,,,,
10252006,5239,153,1,PHO,3.58,0.4,0,KIC,0.004,0.3,0,KIC,1,5237,3.594,0,3.232,1.495,DSEP,6.24E-02,  ,280.53418,47.36919
,,,,,,,,,,,,,,,,,,,,,,,
10275709,5367,159,1,PHO,3.59,0.4,0,KIC,-0.136,0.3,0,KIC,1,5367,3.613,-0.12,3.121,1.459,DSEP,6.76E-02,  ,292.52298,47.37825
,,,,,,,,,,,,,,,,,,,,,,,
10279762,5217,161,1,PHO,3.594,0.4,0,KIC,-0.017,0.3,0,KIC,1,5204,3.569,-0.02,3.319,1.49,DSEP,5.74E-02,  ,294.10986,47.3532
,,,,,,,,,,,,,,,,,,,,,,,
10285389,5181,152,1,PHO,3.526,0.4,0,KIC,-0.283,0.3,0,KIC,1,5178,3.531,-0.28,3.185,1.257,DSEP,5.48E-02,  ,296.09702,47.33065
,,,,,,,,,,,,,,,,,,,,,,,
10285522,5036,152,1,PHO,3.542,0.4,0,KIC,-0.069,0.3,0,KIC,1,5036,3.547,-0.06,3.082,1.221,DSEP,5.88E-02,  ,296.14313,47.31866
,,,,,,,,,,,,,,,,,,,,,,,
10290991,5217,161,1,PHO,3.523,0.4,0,KIC,-0.221,0.3,0,KIC,1,5207,3.519,-0.22,3.395,1.391,DSEP,5.01E-02,  ,297.73999,47.31515
,,,,,,,,,,,,,,,,,,,,,,,
10318430,5329,151,1,PHO,3.508,0.4,0,KIC,-0.307,0.3,0,KIC,1,5319,3.501,-0.32,3.538,1.448,DSEP,4.60E-02,  ,280.8905,47.48048
,,,,,,,,,,,,,,,,,,,,,,,
10322446,5329,169,1,PHO,3.51,0.4,0,KIC,-0.181,0.3,0,KIC,1,5339,3.53,-0.16,3.537,1.544,DSEP,4.92E-02,  ,283.47327,47.45198
,,,,,,,,,,,,,,,,,,,,,,,
10322513,5425,161,1,PHO,3.515,0.4,0,KIC,-0.127,0.3,0,KIC,1,5435,3.524,-0.1,3.645,1.621,DSEP,4.72E-02,  ,283.51001,47.47428
,,,,,,,,,,,,,,,,,,,,,,,
10324412,10167,355,0,KIC,3.543,0.4,0,KIC,-0.126,0.3,0,KIC,1,10153,3.543,0.07,5.203,3.451,DSEP,3.45E-02,  ,284.50992,47.41968
,,,,,,,,,,,,,,,,,,,,,,,
10328894,5321,171,1,PHO,3.54,0.4,0,KIC,-1.445,0.3,0,KIC,1,5387,3.388,-1.4,2.928,0.763,DSEP,4.29E-02,  ,286.96091,47.49659
,,,,,,,,,,,,,,,,,,,,,,,
10330052,5248,157,1,PHO,3.507,0.4,0,KIC,-0.524,0.3,0,KIC,1,5244,3.496,-0.52,3.105,1.1,DSEP,5.18E-02,  ,287.62198,47.48094
,,,,,,,,,,,,,,,,,,,,,,,
10330179,5620,196,54,PHO,3.564,0.4,54,PHO,-0.28,0.3,54,PHO,0,5616,3.569,-0.28,3.283,1.456,DSEP,5.79E-02,  ,287.69083,47.45939
,,,,,,,,,,,,,,,,,,,,,,,
10331686,5183,145,1,PHO,3.587,0.4,0,KIC,-0.433,0.3,0,KIC,1,5180,3.582,-0.42,2.71,1.024,DSEP,7.24E-02,  ,288.47595,47.44724
,,,,,,,,,,,,,,,,,,,,,,,
10332320,7233,259,1,PHO,3.534,0.4,0,KIC,-0.175,0.3,0,KIC,1,7221,3.488,-0.18,4.24,2.018,DSEP,3.73E-02,  ,288.80896,47.48399
,,,,,,,,,,,,,,,,,,,,,,,
10337033,5284,154,1,PHO,3.54,0.4,0,KIC,-0.415,0.3,0,KIC,1,5282,3.548,-0.42,3.081,1.222,DSEP,5.88E-02,  ,290.86819,47.46229
,,,,,,,,,,,,,,,,,,,,,,,
10337603,5452,178,1,PHO,3.597,0.4,0,KIC,-0.028,0.3,0,KIC,1,5463,3.611,-0.02,3.204,1.528,DSEP,6.54E-02,  ,291.0881,47.41974
,,,,,,,,,,,,,,,,,,,,,,,
10337935,5044,153,1,PHO,3.526,0.4,0,KIC,0.235,0.3,0,KIC,1,5050,3.519,0.24,3.638,1.596,DSEP,4.67E-02,  ,291.21732,47.43021
,,,,,,,,,,,,,,,,,,,,,,,
10338981,5150,153,1,PHO,3.524,0.4,0,KIC,-0.082,0.3,0,KIC,1,5148,3.516,-0.1,3.453,1.428,DSEP,4.88E-02,  ,291.63147,47.40812
,,,,,,,,,,,,,,,,,,,,,,,
10345956,5220,152,1,PHO,3.571,0.4,0,KIC,-0.173,0.3,0,KIC,1,5220,3.583,-0.16,3.132,1.371,DSEP,6.29E-02,  ,294.28714,47.40456
,,,,,,,,,,,,,,,,,,,,,,,
10359909,6058,212,54,PHO,3.507,0.4,54,PHO,-2.48,0.3,54,PHO,0,6075,3.537,-2.48,2.641,0.875,DSEP,6.69E-02,  ,298.66971,47.43907
,,,,,,,,,,,,,,,,,,,,,,,
10382423,5776,202,54,PHO,3.566,0.4,54,PHO,-1.22,0.3,54,PHO,0,5787,3.572,-1.22,2.684,0.979,DSEP,7.14E-02,  ,280.03986,47.58792
,,,,,,,,,,,,,,,,,,,,,,,
10391585,5305,158,1,PHO,3.581,0.4,0,KIC,-0.226,0.3,0,KIC,1,5301,3.591,-0.22,3.123,1.389,DSEP,6.42E-02,  ,285.50964,47.59859
,,,,,,,,,,,,,,,,,,,,,,,
10398147,5254,156,1,PHO,3.564,0.4,0,KIC,-0.177,0.3,0,KIC,1,5251,3.546,-0.18,3.354,1.442,DSEP,5.38E-02,  ,289.02661,47.53089
,,,,,,,,,,,,,,,,,,,,,,,
10405019,7521,263,0,KIC,3.559,0.4,0,KIC,-0.008,0.3,0,KIC,1,7493,3.587,-0.02,3.836,2.075,DSEP,5.18E-02,  ,291.94949,47.56831
,,,,,,,,,,,,,,,,,,,,,,,
10405498,5410,167,1,PHO,3.57,0.4,0,KIC,-0.568,0.3,0,KIC,1,5416,3.564,-0.56,2.987,1.193,DSEP,6.30E-02,  ,292.13962,47.52181
,,,,,,,,,,,,,,,,,,,,,,,
10416004,5149,166,1,PHO,3.532,0.4,0,KIC,0.155,0.3,0,KIC,1,5161,3.539,0.16,3.598,1.631,DSEP,4.93E-02,  ,296.11145,47.58046
,,,,,,,,,,,,,,,,,,,,,,,
10418940,5228,158,1,PHO,3.527,0.4,0,KIC,-0.077,0.3,0,KIC,1,5237,3.548,-0.06,3.436,1.519,DSEP,5.27E-02,  ,296.99979,47.5605
,,,,,,,,,,,,,,,,,,,,,,,
10421610,5468,191,54,PHO,3.505,0.4,54,PHO,-0.36,0.3,54,PHO,0,5465,3.504,-0.38,3.565,1.48,DSEP,4.60E-02,  ,297.73953,47.576
,,,,,,,,,,,,,,,,,,,,,,,
10423340,5300,160,1,PHO,3.517,0.4,0,KIC,-1.014,0.3,0,KIC,1,5314,3.496,-1,2.627,0.789,DSEP,6.13E-02,  ,298.21606,47.54503
,,,,,,,,,,,,,,,,,,,,,,,
10425588,5225,157,1,PHO,3.59,0.4,0,KIC,-0.124,0.3,0,KIC,1,5237,3.607,-0.12,3.062,1.382,DSEP,6.78E-02,  ,298.81583,47.51387
,,,,,,,,,,,,,,,,,,,,,,,
10426386,5298,164,1,PHO,3.545,0.4,0,KIC,-0.591,0.3,0,KIC,1,5300,3.558,-0.6,2.801,1.035,DSEP,6.63E-02,  ,299.04367,47.59742
,,,,,,,,,,,,,,,,,,,,,,,
10427522,6336,185,1,PHO,3.543,0.4,0,KIC,-0.038,0.3,0,KIC,1,6332,3.546,-0.04,3.649,1.707,DSEP,4.95E-02,  ,299.36859,47.52331
,,,,,,,,,,,,,,,,,,,,,,,
10449431,5316,160,1,PHO,3.586,0.4,0,KIC,-0.123,0.3,0,KIC,1,5319,3.567,-0.12,3.344,1.503,DSEP,5.66E-02,  ,281.47433,47.67394
,,,,,,,,,,,,,,,,,,,,,,,
10451952,5182,154,1,PHO,3.553,0.4,0,KIC,0.084,0.3,0,KIC,1,5180,3.559,0.08,3.429,1.556,DSEP,5.43E-02,  ,282.97824,47.62993
,,,,,,,,,,,,,,,,,,,,,,,
10454901,5760,201,0,KIC,3.587,0.4,0,KIC,-0.182,0.3,0,KIC,0,5755,3.579,-0.2,3.269,1.477,DSEP,5.96E-02,  ,284.53784,47.69171
,,,,,,,,,,,,,,,,,,,,,,,
10460020,5054,148,1,PHO,3.527,0.4,0,KIC,-0.517,0.3,0,KIC,1,5069,3.511,-0.5,2.655,0.833,DSEP,6.27E-02,  ,287.25677,47.69066
,,,,,,,,,,,,,,,,,,,,,,,
10464258,5179,162,1,PHO,3.501,0.4,0,KIC,-0.059,0.3,0,KIC,1,5172,3.489,-0.08,3.668,1.515,DSEP,4.32E-02,  ,289.34775,47.67383
,,,,,,,,,,,,,,,,,,,,,,,
10468372,5613,166,1,PHO,3.568,0.4,0,KIC,-0.257,0.3,0,KIC,1,5607,3.572,-0.26,3.276,1.462,DSEP,5.86E-02,  ,291.04605,47.67345
,,,,,,,,,,,,,,,,,,,,,,,
10468632,5283,157,1,PHO,3.59,0.4,0,KIC,-0.156,0.3,0,KIC,1,5282,3.57,-0.16,3.266,1.447,DSEP,5.85E-02,  ,291.17258,47.64069
,,,,,,,,,,,,,,,,,,,,,,,
10470294,7204,252,0,KIC,3.52,0.4,0,KIC,-0.297,0.3,0,KIC,1,7186,3.568,-0.3,3.675,1.821,DSEP,5.17E-02,  ,291.84979,47.69708
,,,,,,,,,,,,,,,,,,,,,,,
10517969,5090,153,1,PHO,3.583,0.4,0,KIC,0.127,0.3,0,KIC,1,5089,3.591,0.12,3.19,1.448,DSEP,6.28E-02,  ,283.47391,47.73056
,,,,,,,,,,,,,,,,,,,,,,,
10518095,5308,151,1,PHO,3.528,0.4,0,KIC,-0.323,0.3,0,KIC,1,5310,3.527,-0.34,3.369,1.393,DSEP,5.13E-02,  ,283.55698,47.76362
,,,,,,,,,,,,,,,,,,,,,,,
10536326,7502,262,0,KIC,3.526,0.4,0,KIC,-0.083,0.3,0,KIC,1,7511,3.574,-0.1,3.867,2.047,DSEP,4.99E-02,  ,292.37003,47.71999
,,,,,,,,,,,,,,,,,,,,,,,
10546010,5357,170,1,PHO,3.535,0.4,0,KIC,-0.628,0.3,0,KIC,1,5359,3.535,-0.62,2.984,1.114,DSEP,5.91E-02,  ,296.00919,47.78229
,,,,,,,,,,,,,,,,,,,,,,,
10548461,5247,163,1,PHO,3.531,0.4,0,KIC,0.05,0.3,0,KIC,1,5248,3.509,0.04,3.756,1.659,DSEP,4.41E-02,  ,296.82056,47.77966
,,,,,,,,,,,,,,,,,,,,,,,
10554061,5521,177,1,PHO,3.599,0.4,0,KIC,-0.328,0.3,0,KIC,1,5505,3.6,-0.34,3.092,1.389,DSEP,6.62E-02,  ,298.39758,47.7329
,,,,,,,,,,,,,,,,,,,,,,,
10555142,7221,252,0,KIC,3.505,0.4,0,KIC,-0.177,0.3,0,KIC,1,7221,3.488,-0.18,4.24,2.018,DSEP,3.73E-02,  ,298.70938,47.75281
,,,,,,,,,,,,,,,,,,,,,,,
10580834,7620,266,0,KIC,3.573,0.4,0,KIC,-0.074,0.3,0,KIC,1,7594,3.601,-0.08,3.754,2.054,DSEP,5.47E-02,  ,282.40167,47.81869
,,,,,,,,,,,,,,,,,,,,,,,
10585775,5257,149,1,PHO,3.582,0.4,0,KIC,-0.123,0.3,0,KIC,1,5258,3.57,-0.12,3.282,1.46,DSEP,5.82E-02,  ,285.17719,47.85598
,,,,,,,,,,,,,,,,,,,,,,,
10587146,5536,171,1,PHO,3.536,0.4,0,KIC,0.255,0.3,0,KIC,1,5533,3.553,0.24,3.619,1.709,DSEP,5.08E-02,  ,285.90436,47.8366
,,,,,,,,,,,,,,,,,,,,,,,
10593981,5238,164,1,PHO,3.586,0.4,0,KIC,0.153,0.3,0,KIC,1,5233,3.627,0.14,3.144,1.528,DSEP,6.93E-02,  ,289.35455,47.89029
,,,,,,,,,,,,,,,,,,,,,,,
10600320,5257,154,1,PHO,3.542,0.4,0,KIC,-0.126,0.3,0,KIC,1,5265,3.543,-0.12,3.436,1.503,DSEP,5.22E-02,  ,291.99402,47.81204
,,,,,,,,,,,,,,,,,,,,,,,
10604429,7841,274,0,KIC,3.526,0.4,0,KIC,0.027,0.3,0,KIC,1,7841,3.556,0.07,4.313,2.442,DSEP,4.29E-02,  ,293.65192,47.83723
,,,,,,,,,,,,,,,,,,,,,,,
10604629,5371,164,1,PHO,3.564,0.4,0,KIC,0.064,0.3,0,KIC,1,5369,3.546,0.06,3.601,1.664,DSEP,5.02E-02,  ,293.72314,47.85354
,,,,,,,,,,,,,,,,,,,,,,,
10613561,5104,154,1,PHO,3.527,0.4,0,KIC,-0.014,0.3,0,KIC,1,5103,3.537,-0.02,3.353,1.413,DSEP,5.28E-02,  ,296.78488,47.81222
,,,,,,,,,,,,,,,,,,,,,,,
10614452,5196,162,1,PHO,3.564,0.4,0,KIC,-0.596,0.3,0,KIC,1,5192,3.571,-0.6,2.554,0.885,DSEP,7.48E-02,  ,297.05893,47.80897
,,,,,,,,,,,,,,,,,,,,,,,
10615125,7380,258,0,KIC,3.589,0.4,0,KIC,-0.132,0.3,0,KIC,1,7380,3.633,-0.12,3.604,2.033,DSEP,6.12E-02,  ,297.24551,47.86571
,,,,,,,,,,,,,,,,,,,,,,,
10617953,5323,168,1,PHO,3.529,0.4,0,KIC,0.083,0.3,0,KIC,1,5317,3.577,0.08,3.418,1.609,DSEP,5.67E-02,  ,298.03717,47.81461
,,,,,,,,,,,,,,,,,,,,,,,
10620329,8450,295,0,KIC,3.576,0.4,0,KIC,-0.135,0.3,0,KIC,1,8439,3.751,-0.14,3.144,2.032,DSEP,9.21E-02,  ,298.70923,47.84002
,,,,,,,,,,,,,,,,,,,,,,,
10644049,5171,153,1,PHO,3.526,0.4,0,KIC,0.123,0.3,0,KIC,1,5176,3.534,0.12,3.605,1.621,DSEP,4.87E-02,  ,280.81339,47.994
,,,,,,,,,,,,,,,,,,,,,,,
10659422,5575,169,1,PHO,3.579,0.4,0,KIC,-0.229,0.3,0,KIC,1,5588,3.579,-0.22,3.263,1.473,DSEP,5.97E-02,  ,289.27991,47.97915
,,,,,,,,,,,,,,,,,,,,,,,
10664975,8169,285,0,KIC,3.582,0.4,0,KIC,-0.313,0.3,0,KIC,0,8169,3.699,-0.32,3.284,1.964,DSEP,7.81E-02,  ,291.61871,47.96991
,,,,,,,,,,,,,,,,,,,,,,,
10665098,5325,154,1,PHO,3.518,0.4,0,KIC,0.027,0.3,0,KIC,1,5323,3.525,0,3.672,1.649,DSEP,4.69E-02,  ,291.65109,47.90556
,,,,,,,,,,,,,,,,,,,,,,,
10675762,7442,260,0,KIC,3.59,0.4,0,KIC,-0.536,0.3,0,KIC,1,7450,3.593,-0.52,3.498,1.748,DSEP,5.75E-02,  ,295.7709,47.95906
,,,,,,,,,,,,,,,,,,,,,,,
10677371,5178,160,1,PHO,3.517,0.4,0,KIC,-0.34,0.3,0,KIC,1,5178,3.525,-0.34,3.085,1.163,DSEP,5.58E-02,  ,296.27875,47.98858
,,,,,,,,,,,,,,,,,,,,,,,
10677637,5118,158,1,PHO,3.513,0.4,0,KIC,0.066,0.3,0,KIC,1,5115,3.502,0.07,3.663,1.554,DSEP,4.46E-02,  ,296.3663,47.94623
,,,,,,,,,,,,,,,,,,,,,,,
10679097,5191,160,1,PHO,3.505,0.4,0,KIC,-0.156,0.3,0,KIC,1,5185,3.493,-0.16,3.573,1.45,DSEP,4.48E-02,  ,296.80643,47.96012
,,,,,,,,,,,,,,,,,,,,,,,
10680264,5006,149,1,PHO,3.546,0.4,0,KIC,-0.145,0.3,0,KIC,1,5006,3.539,-0.14,2.905,1.066,DSEP,6.13E-02,  ,297.1618,47.92677
,,,,,,,,,,,,,,,,,,,,,,,
10680596,5279,167,1,PHO,3.598,0.4,0,KIC,-0.032,0.3,0,KIC,1,5283,3.575,-0.04,3.335,1.524,DSEP,5.79E-02,  ,297.2561,47.91408
,,,,,,,,,,,,,,,,,,,,,,,
10682660,5230,158,1,PHO,3.53,0.4,0,KIC,-0.251,0.3,0,KIC,1,5228,3.521,-0.26,3.374,1.379,DSEP,5.06E-02,  ,297.83859,47.94285
,,,,,,,,,,,,,,,,,,,,,,,
10710365,5298,152,1,PHO,3.597,0.4,0,KIC,0.13,0.3,0,KIC,1,5296,3.612,0.12,3.237,1.566,DSEP,6.50E-02,  ,281.71173,48.02312
,,,,,,,,,,,,,,,,,,,,,,,
10717852,5333,172,1,PHO,3.55,0.4,0,KIC,-0.009,0.3,0,KIC,1,5332,3.523,-0.02,3.677,1.644,DSEP,4.66E-02,  ,285.80524,48.09731
,,,,,,,,,,,,,,,,,,,,,,,
10728519,5383,163,1,PHO,3.543,0.4,0,KIC,-0.552,0.3,0,KIC,1,5387,3.548,-0.56,3.045,1.193,DSEP,5.95E-02,  ,290.79666,48.05969
,,,,,,,,,,,,,,,,,,,,,,,
10731025,5172,155,1,PHO,3.592,0.4,0,KIC,-0.154,0.3,0,KIC,1,5165,3.586,-0.16,3.052,1.31,DSEP,6.49E-02,  ,291.78888,48.02079
,,,,,,,,,,,,,,,,,,,,,,,
10731856,5557,166,1,PHO,3.564,0.4,0,KIC,0.082,0.3,0,KIC,1,5555,3.551,0.08,3.587,1.669,DSEP,5.09E-02,  ,292.09662,48.08083
,,,,,,,,,,,,,,,,,,,,,,,
10736623,5217,163,1,PHO,3.509,0.4,0,KIC,0.032,0.3,0,KIC,1,5215,3.523,0.02,3.619,1.593,DSEP,4.73E-02,  ,293.9913,48.06038
,,,,,,,,,,,,,,,,,,,,,,,
10737052,5154,162,1,PHO,3.505,0.4,0,KIC,-1.117,0.3,0,KIC,1,5258,3.36,-0.98,3.08,0.792,DSEP,3.82E-02,  ,294.14487,48.01435
,,,,,,,,,,,,,,,,,,,,,,,
10744246,5358,165,1,PHO,3.555,0.4,0,KIC,0.432,0.3,0,KIC,1,5357,3.557,0.42,3.626,1.728,DSEP,5.10E-02,  ,296.58606,48.01864
,,,,,,,,,,,,,,,,,,,,,,,
10745336,5167,161,1,PHO,3.558,0.4,0,KIC,-0.164,0.3,0,KIC,1,5170,3.558,-0.16,3.188,1.341,DSEP,5.83E-02,  ,296.88565,48.06197
,,,,,,,,,,,,,,,,,,,,,,,
10777903,7539,263,0,KIC,3.534,0.4,0,KIC,0.046,0.3,0,KIC,1,7535,3.562,0.07,4.174,2.319,DSEP,4.49E-02,  ,282.41843,48.12054
,,,,,,,,,,,,,,,,,,,,,,,
10782383,5193,150,1,PHO,3.505,0.4,0,KIC,-0.103,0.3,0,KIC,1,5189,3.517,-0.12,3.489,1.461,DSEP,4.85E-02,  ,284.91193,48.14784
,,,,,,,,,,,,,,,,,,,,,,,
10785253,5234,153,1,PHO,3.538,0.4,0,KIC,0.025,0.3,0,KIC,1,5215,3.523,0.02,3.619,1.593,DSEP,4.73E-02,  ,286.49539,48.16861
