KIC,Teff,e_Teff,r_Teff,n_Teff,log(g),e_log(g),r_log(g),n_log(g),[Fe/H],e_[Fe/H],r_[Fe/H],n_[Fe/H],T,Teff1,log.g1,[Fe/H]1,R,M,n_M,rho,Ref,_RA,_DE
 ,K,K, , ,[cm/s2],[cm/s2], , ,[Sun],[Sun], , , ,K,[cm/s2],[Sun],Rsun,Msun, ,g/cm3, ,deg,deg
--------,-----,----,--,---,------,------,--,---,------,------,--,---,---,-----,------,------,-------,------,----,---------,--,---------,---------
,,,,,,,,,,,,,,,,,,,,,,,
8692797,5131,152,1,PHO,3.572,0.4,0,KIC,-0.467,0.3,0,KIC,1,5126,3.575,-0.46,2.582,0.915,DSEP,7.49E-02,  ,293.23376,44.89784
,,,,,,,,,,,,,,,,,,,,,,,
8692850,5022,145,1,PHO,3.544,0.4,0,KIC,0.289,0.3,0,KIC,1,5024,3.556,0.3,3.445,1.558,DSEP,5.37E-02,  ,293.25745,44.88229
,,,,,,,,,,,,,,,,,,,,,,,
8712011,5257,178,1,PHO,3.519,0.4,0,KIC,-0.769,0.3,0,KIC,1,5254,3.511,-0.76,2.71,0.869,DSEP,6.15E-02,  ,298.99957,44.88437
,,,,,,,,,,,,,,,,,,,,,,,
8712308,6106,218,1,PHO,3.578,0.4,0,KIC,-0.146,0.3,0,KIC,1,6112,3.585,-0.14,3.317,1.545,DSEP,5.96E-02,  ,299.08905,44.88163
,,,,,,,,,,,,,,,,,,,,,,,
8712804,6005,213,1,PHO,3.565,0.4,0,KIC,-0.064,0.3,0,KIC,1,6006,3.582,-0.06,3.355,1.568,DSEP,5.85E-02,  ,299.23282,44.83804
,,,,,,,,,,,,,,,,,,,,,,,
8715096,5632,181,1,PHO,3.508,0.4,0,KIC,-0.042,0.3,0,KIC,1,5637,3.531,-0.04,3.635,1.636,DSEP,4.80E-02,  ,299.85556,44.87539
,,,,,,,,,,,,,,,,,,,,,,,
8715589,5226,163,1,PHO,3.556,0.4,0,KIC,-0.269,0.3,0,KIC,1,5222,3.556,-0.26,3.162,1.312,DSEP,5.85E-02,  ,300.00098,44.8285
,,,,,,,,,,,,,,,,,,,,,,,
8716187,6567,218,1,PHO,3.557,0.4,0,KIC,0.009,0.3,0,KIC,1,6570,3.548,0,3.742,1.806,DSEP,4.85E-02,  ,300.17383,44.85726
,,,,,,,,,,,,,,,,,,,,,,,
8717374,6159,228,1,PHO,3.593,0.4,0,KIC,-0.57,0.3,0,KIC,1,6167,3.572,-0.58,3.175,1.374,DSEP,6.05E-02,  ,300.50824,44.89834
,,,,,,,,,,,,,,,,,,,,,,,
8719034,6302,248,1,PHO,3.578,0.4,0,KIC,0.174,0.3,0,KIC,1,6312,3.579,0.18,3.573,1.766,DSEP,5.45E-02,  ,301.00391,44.88559
,,,,,,,,,,,,,,,,,,,,,,,
8736290,5085,148,1,PHO,3.53,0.4,0,KIC,-0.64,0.3,0,KIC,1,5107,3.49,-0.58,2.706,0.825,DSEP,5.86E-02,  ,283.46252,44.98418
,,,,,,,,,,,,,,,,,,,,,,,
8738545,5292,154,1,PHO,3.581,0.4,0,KIC,-0.162,0.3,0,KIC,1,5294,3.571,-0.18,3.258,1.441,DSEP,5.87E-02,  ,284.65527,44.9209
,,,,,,,,,,,,,,,,,,,,,,,
8738569,5115,151,1,PHO,3.548,0.4,0,KIC,0.173,0.3,0,KIC,1,5109,3.539,0.16,3.534,1.577,DSEP,5.03E-02,  ,284.67166,44.9642
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
8743064,5110,148,1,PHO,3.513,0.4,0,KIC,-0.238,0.3,0,KIC,1,5113,3.501,-0.24,3.199,1.184,DSEP,5.09E-02,  ,287.24225,44.98103
,,,,,,,,,,,,,,,,,,,,,,,
8749844,9494,332,0,KIC,3.595,0.4,0,KIC,0.019,0.3,0,KIC,1,9492,3.619,0.07,4.298,2.806,DSEP,4.98E-02,  ,290.40793,44.96394
,,,,,,,,,,,,,,,,,,,,,,,
8751688,5085,161,1,PHO,3.504,0.4,0,KIC,0.493,0.3,0,KIC,1,5074,3.526,0.48,3.757,1.729,DSEP,4.59E-02,  ,291.12015,44.98428
,,,,,,,,,,,,,,,,,,,,,,,
8761312,5208,156,1,PHO,3.53,0.4,0,KIC,-0.389,0.3,0,KIC,1,5209,3.538,-0.38,3.028,1.155,DSEP,5.86E-02,  ,294.77957,44.99016
,,,,,,,,,,,,,,,,,,,,,,,
8762102,5075,147,1,PHO,3.531,0.4,0,KIC,0.073,0.3,0,KIC,1,5071,3.514,0.07,3.519,1.475,DSEP,4.77E-02,  ,295.05304,44.99414
,,,,,,,,,,,,,,,,,,,,,,,
8766619,6570,131,4,SPE,3.59,0.15,4,SPE,0.19,0.15,4,SPE,1,6569,3.59,0.18,3.732,1.974,DSEP,5.35E-02,  ,296.53833,44.98606
,,,,,,,,,,,,,,,,,,,,,,,
8771702,5296,163,1,PHO,3.522,0.4,0,KIC,0.034,0.3,0,KIC,1,5305,3.53,0.04,3.664,1.659,DSEP,4.75E-02,  ,297.88,44.95574
,,,,,,,,,,,,,,,,,,,,,,,
8773921,5383,175,1,PHO,3.58,0.4,0,KIC,0.027,0.3,0,KIC,1,5397,3.583,0.04,3.383,1.597,DSEP,5.81E-02,  ,298.43607,44.91467
,,,,,,,,,,,,,,,,,,,,,,,
8773948,5930,213,1,PHO,3.569,0.4,0,KIC,-0.623,0.3,0,KIC,1,5934,3.581,-0.62,3.075,1.315,DSEP,6.37E-02,  ,298.44244,44.91091
,,,,,,,,,,,,,,,,,,,,,,,
8777449,5878,212,1,PHO,3.527,0.4,0,KIC,-0.227,0.3,0,KIC,1,5865,3.534,-0.24,3.49,1.518,DSEP,5.03E-02,  ,299.36542,44.92744
,,,,,,,,,,,,,,,,,,,,,,,
8777770,5689,179,1,PHO,3.593,0.4,0,KIC,-0.76,0.3,0,KIC,1,5689,3.621,-0.76,2.679,1.092,DSEP,8.00E-02,  ,299.46527,44.93125
,,,,,,,,,,,,,,,,,,,,,,,
8779965,5808,171,1,PHO,3.578,0.4,0,KIC,-0.155,0.3,0,KIC,1,5819,3.55,-0.14,3.459,1.547,DSEP,5.27E-02,  ,300.07098,44.90528
,,,,,,,,,,,,,,,,,,,,,,,
8783286,5819,163,1,PHO,3.586,0.4,0,KIC,-0.037,0.3,0,KIC,1,5826,3.572,-0.02,3.408,1.58,DSEP,5.62E-02,  ,300.99194,44.9964
,,,,,,,,,,,,,,,,,,,,,,,
8801084,5163,155,1,PHO,3.544,0.4,0,KIC,-0.819,0.3,0,KIC,1,5193,3.472,-0.76,2.732,0.807,DSEP,5.57E-02,  ,283.3269,45.07914
,,,,,,,,,,,,,,,,,,,,,,,
8803882,5250,169,1,PHO,3.514,0.4,0,KIC,0.064,0.3,0,KIC,1,5242,3.511,0.06,3.751,1.665,DSEP,4.44E-02,  ,284.79694,45.09909
,,,,,,,,,,,,,,,,,,,,,,,
8804145,5168,150,1,PHO,3.524,0.4,0,KIC,-0.211,0.3,0,KIC,1,5166,3.511,-0.22,3.347,1.325,DSEP,4.98E-02,  ,284.95071,45.00891
,,,,,,,,,,,,,,,,,,,,,,,
8812211,5293,162,1,PHO,3.513,0.4,0,KIC,-0.666,0.3,0,KIC,1,5289,3.518,-0.66,2.896,1.007,DSEP,5.84E-02,  ,289.18674,45.03742
,,,,,,,,,,,,,,,,,,,,,,,
8812360,5159,153,1,PHO,3.528,0.4,0,KIC,-0.327,0.3,0,KIC,1,5158,3.541,-0.32,2.995,1.137,DSEP,5.96E-02,  ,289.25467,45.05521
,,,,,,,,,,,,,,,,,,,,,,,
8819161,5132,179,0,KIC,3.503,0.4,0,KIC,-0.209,0.3,0,KIC,0,5128,3.5,-0.22,3.321,1.274,DSEP,4.90E-02,  ,291.9201,45.06343
,,,,,,,,,,,,,,,,,,,,,,,
8832100,4965,145,1,PHO,3.596,0.4,0,KIC,-0.156,0.3,0,KIC,1,4962,3.593,-0.16,2.579,0.95,DSEP,7.80E-02,  ,296.63794,45.01313
,,,,,,,,,,,,,,,,,,,,,,,
8841307,5129,156,1,PHO,3.578,0.4,0,KIC,-0.208,0.3,0,KIC,1,5133,3.576,-0.2,2.989,1.226,DSEP,6.47E-02,  ,299.07996,45.0508
,,,,,,,,,,,,,,,,,,,,,,,
8843313,5499,181,1,PHO,3.509,0.4,0,KIC,-0.947,0.3,0,KIC,1,5497,3.517,-0.94,2.918,1.021,DSEP,5.79E-02,  ,299.65738,45.05127
,,,,,,,,,,,,,,,,,,,,,,,
8847880,5939,207,54,PHO,3.587,0.4,54,PHO,-0.06,0.3,54,PHO,0,5951,3.575,-0.06,3.382,1.568,DSEP,5.71E-02,  ,300.93161,45.09157
,,,,,,,,,,,,,,,,,,,,,,,
8868074,5385,158,1,PHO,3.584,0.4,0,KIC,-0.023,0.3,0,KIC,1,5381,3.632,-0.02,3.086,1.488,DSEP,7.13E-02,  ,284.12015,45.10842
,,,,,,,,,,,,,,,,,,,,,,,
8868464,5299,157,1,PHO,3.527,0.4,0,KIC,-0.425,0.3,0,KIC,1,5297,3.532,-0.42,3.198,1.269,DSEP,5.47E-02,  ,284.30417,45.19982
,,,,,,,,,,,,,,,,,,,,,,,
8880162,7112,208,1,PHO,3.564,0.4,0,KIC,-0.011,0.3,0,KIC,1,7112,3.594,0,3.805,2.074,DSEP,5.30E-02,  ,289.84955,45.16793
,,,,,,,,,,,,,,,,,,,,,,,
8883515,5500,170,1,PHO,3.52,0.4,0,KIC,-0.207,0.3,0,KIC,1,5497,3.505,-0.22,3.686,1.586,DSEP,4.46E-02,  ,291.06403,45.17203
,,,,,,,,,,,,,,,,,,,,,,,
8889305,6664,233,54,PHO,3.56,0.4,54,PHO,0.18,0.3,54,PHO,0,6660,3.597,0.18,3.705,1.977,DSEP,5.48E-02,  ,293.20847,45.18861
,,,,,,,,,,,,,,,,,,,,,,,
8891195,5121,148,1,PHO,3.577,0.4,0,KIC,-0.31,0.3,0,KIC,1,5123,3.578,-0.32,2.752,1.045,DSEP,7.06E-02,  ,293.8873,45.18954
,,,,,,,,,,,,,,,,,,,,,,,
8892085,5285,153,1,PHO,3.513,0.4,0,KIC,-0.145,0.3,0,KIC,1,5283,3.506,-0.16,3.632,1.545,DSEP,4.54E-02,  ,294.16574,45.1696
,,,,,,,,,,,,,,,,,,,,,,,
8892485,7904,276,0,KIC,3.576,0.4,0,KIC,-0.235,0.3,0,KIC,1,7894,3.644,-0.24,3.521,1.995,DSEP,6.43E-02,  ,294.29065,45.10742
,,,,,,,,,,,,,,,,,,,,,,,
8894773,4815,143,1,PHO,3.534,0.4,0,KIC,-0.573,0.3,0,KIC,1,4946,3.32,-0.32,3.376,0.868,DSEP,3.18E-02,  ,295.03842,45.14474
,,,,,,,,,,,,,,,,,,,,,,,
8895336,8030,281,0,KIC,3.577,0.4,0,KIC,0.027,0.3,0,KIC,1,8022,3.576,0.07,4.22,2.446,DSEP,4.59E-02,  ,295.21915,45.17911
,,,,,,,,,,,,,,,,,,,,,,,
8899395,5113,145,1,PHO,3.506,0.4,0,KIC,-0.151,0.3,0,KIC,1,5107,3.496,-0.16,3.391,1.314,DSEP,4.75E-02,  ,296.61441,45.10451
,,,,,,,,,,,,,,,,,,,,,,,
8903851,5169,152,1,PHO,3.582,0.4,0,KIC,0.361,0.3,0,KIC,1,5158,3.579,0.36,3.471,1.666,DSEP,5.61E-02,  ,297.73328,45.17904
,,,,,,,,,,,,,,,,,,,,,,,
8907769,5958,185,1,PHO,3.598,0.4,0,KIC,-0.308,0.3,0,KIC,1,5953,3.628,-0.32,2.993,1.39,DSEP,7.30E-02,  ,298.73727,45.10768
,,,,,,,,,,,,,,,,,,,,,,,
8912556,5805,194,1,PHO,3.569,0.4,0,KIC,0.045,0.3,0,KIC,1,5810,3.583,0.04,3.38,1.594,DSEP,5.81E-02,  ,300.14102,45.11352
,,,,,,,,,,,,,,,,,,,,,,,
8912696,5946,216,1,PHO,3.583,0.4,0,KIC,0.11,0.3,0,KIC,1,5956,3.601,0.12,3.33,1.615,DSEP,6.16E-02,  ,300.18225,45.17426
,,,,,,,,,,,,,,,,,,,,,,,
8912911,7765,271,0,KIC,3.561,0.4,0,KIC,-0.095,0.3,0,KIC,1,7766,3.642,-0.12,3.574,2.039,DSEP,6.29E-02,  ,300.24808,45.10931
,,,,,,,,,,,,,,,,,,,,,,,
8912915,5852,211,1,PHO,3.514,0.4,0,KIC,0.339,0.3,0,KIC,1,5849,3.508,0.34,3.915,1.801,DSEP,4.23E-02,  ,300.24854,45.12875
,,,,,,,,,,,,,,,,,,,,,,,
8913061,5627,174,1,PHO,3.534,0.4,0,KIC,-0.262,0.3,0,KIC,1,5633,3.536,-0.24,3.48,1.52,DSEP,5.08E-02,  ,300.2923,45.15126
,,,,,,,,,,,,,,,,,,,,,,,
8914866,8353,292,0,KIC,3.568,0.4,0,KIC,-0.146,0.3,0,KIC,1,8361,3.743,-0.14,3.174,2.031,DSEP,8.95E-02,  ,300.80054,45.16497
,,,,,,,,,,,,,,,,,,,,,,,
8936557,5157,160,1,PHO,3.522,0.4,0,KIC,0.171,0.3,0,KIC,1,5155,3.541,0.18,3.593,1.636,DSEP,4.97E-02,  ,284.57544,45.21123
,,,,,,,,,,,,,,,,,,,,,,,
8946504,5126,153,1,PHO,3.519,0.4,0,KIC,-0.44,0.3,0,KIC,1,5125,3.526,-0.44,2.797,0.958,DSEP,6.16E-02,  ,289.422,45.23386
,,,,,,,,,,,,,,,,,,,,,,,
8958073,4837,142,1,PHO,3.556,0.4,0,KIC,-0.267,0.3,0,KIC,1,4893,3.485,-0.14,2.838,0.899,DSEP,5.54E-02,  ,293.72098,45.29821
,,,,,,,,,,,,,,,,,,,,,,,
8977790,5938,200,1,PHO,3.501,0.4,0,KIC,-0.308,0.3,0,KIC,1,5947,3.491,-0.28,3.723,1.566,DSEP,4.27E-02,  ,299.04834,45.22335
,,,,,,,,,,,,,,,,,,,,,,,
8978158,5343,175,1,PHO,3.511,0.4,0,KIC,-0.14,0.3,0,KIC,1,5334,3.492,-0.14,3.773,1.61,DSEP,4.22E-02,  ,299.16089,45.23055
,,,,,,,,,,,,,,,,,,,,,,,
9005963,5037,151,1,PHO,3.594,0.4,0,KIC,0.093,0.3,0,KIC,1,5040,3.591,0.1,3.111,1.38,DSEP,6.45E-02,  ,285.09314,45.33393
,,,,,,,,,,,,,,,,,,,,,,,
9007021,5174,165,1,PHO,3.557,0.4,0,KIC,0.118,0.3,0,KIC,1,5176,3.534,0.12,3.605,1.621,DSEP,4.87E-02,  ,285.60968,45.35453
,,,,,,,,,,,,,,,,,,,,,,,
9018739,5132,160,1,PHO,3.537,0.4,0,KIC,0.124,0.3,0,KIC,1,5125,3.535,0.12,3.54,1.567,DSEP,4.98E-02,  ,290.63715,45.38109
,,,,,,,,,,,,,,,,,,,,,,,
9025557,6702,194,1,PHO,3.531,0.4,0,KIC,-0.649,0.3,0,KIC,1,6712,3.559,-0.66,3.388,1.519,DSEP,5.50E-02,  ,293.12784,45.3637
,,,,,,,,,,,,,,,,,,,,,,,
9026248,5137,148,1,PHO,3.538,0.4,0,KIC,-0.218,0.3,0,KIC,1,5138,3.551,-0.22,3.098,1.245,DSEP,5.90E-02,  ,293.37994,45.31385
,,,,,,,,,,,,,,,,,,,,,,,
9027404,5174,157,1,PHO,3.541,0.4,0,KIC,-0.147,0.3,0,KIC,1,5168,3.537,-0.16,3.306,1.373,DSEP,5.35E-02,  ,293.79849,45.39561
,,,,,,,,,,,,,,,,,,,,,,,
9032509,5154,162,1,PHO,3.587,0.4,0,KIC,0.103,0.3,0,KIC,1,5143,3.571,0.1,3.345,1.521,DSEP,5.72E-02,  ,295.46066,45.38232
,,,,,,,,,,,,,,,,,,,,,,,
9033613,5250,165,1,PHO,3.546,0.4,0,KIC,-0.215,0.3,0,KIC,1,5256,3.567,-0.22,3.214,1.39,DSEP,5.90E-02,  ,295.79706,45.37319
,,,,,,,,,,,,,,,,,,,,,,,
9034252,5307,156,1,PHO,3.554,0.4,0,KIC,-0.334,0.3,0,KIC,1,5310,3.566,-0.32,3.182,1.359,DSEP,5.94E-02,  ,295.9689,45.37449
,,,,,,,,,,,,,,,,,,,,,,,
9044567,8128,284,0,KIC,3.585,0.4,0,KIC,-0.113,0.3,0,KIC,1,8132,3.717,-0.1,3.277,2.046,DSEP,8.19E-02,  ,298.41565,45.31158
,,,,,,,,,,,,,,,,,,,,,,,
9048506,4987,150,1,PHO,3.542,0.4,0,KIC,0.222,0.3,0,KIC,1,4985,3.545,0.22,3.36,1.444,DSEP,5.36E-02,  ,299.49295,45.34258
,,,,,,,,,,,,,,,,,,,,,,,
9094270,4968,148,1,PHO,3.533,0.4,0,KIC,-0.433,0.3,0,KIC,1,4996,3.486,-0.36,2.77,0.858,DSEP,5.69E-02,  ,293.82108,45.45273
,,,,,,,,,,,,,,,,,,,,,,,
9097533,6495,227,54,PHO,3.596,0.4,54,PHO,0.3,0.3,54,PHO,0,6492,3.584,0.3,3.784,2.001,DSEP,5.20E-02,  ,294.85004,45.45964
,,,,,,,,,,,,,,,,,,,,,,,
9108447,5104,158,1,PHO,3.52,0.4,0,KIC,0.132,0.3,0,KIC,1,5099,3.543,0.12,3.461,1.526,DSEP,5.18E-02,  ,297.87363,45.46594
,,,,,,,,,,,,,,,,,,,,,,,
9117366,5921,213,1,PHO,3.587,0.4,0,KIC,-0.619,0.3,0,KIC,1,5934,3.581,-0.62,3.075,1.315,DSEP,6.37E-02,  ,300.30594,45.46022
,,,,,,,,,,,,,,,,,,,,,,,
9118127,5520,174,1,PHO,3.544,0.4,0,KIC,-0.422,0.3,0,KIC,1,5515,3.531,-0.44,3.38,1.413,DSEP,5.16E-02,  ,300.51425,45.40605
,,,,,,,,,,,,,,,,,,,,,,,
9118595,5870,205,1,PHO,3.563,0.4,0,KIC,-0.289,0.3,0,KIC,1,5858,3.566,-0.3,3.285,1.448,DSEP,5.76E-02,  ,300.63245,45.49387
,,,,,,,,,,,,,,,,,,,,,,,
9118734,5642,187,1,PHO,3.587,0.4,0,KIC,0.086,0.3,0,KIC,1,5642,3.586,0.1,3.385,1.613,DSEP,5.85E-02,  ,300.68109,45.41999
,,,,,,,,,,,,,,,,,,,,,,,
9119405,5791,204,1,PHO,3.548,0.4,0,KIC,-0.183,0.3,0,KIC,1,5786,3.542,-0.18,3.478,1.536,DSEP,5.14E-02,  ,300.89032,45.40343
,,,,,,,,,,,,,,,,,,,,,,,
9137100,5254,162,1,PHO,3.579,0.4,0,KIC,0.001,0.3,0,KIC,1,5258,3.58,0.02,3.33,1.538,DSEP,5.87E-02,  ,282.95285,45.59329
,,,,,,,,,,,,,,,,,,,,,,,
9147229,7521,263,0,KIC,3.567,0.4,0,KIC,-0.388,0.3,0,KIC,1,7542,3.531,-0.38,3.959,1.943,DSEP,4.41E-02,  ,288.54834,45.58309
,,,,,,,,,,,,,,,,,,,,,,,
9153282,5171,158,1,PHO,3.535,0.4,0,KIC,-0.009,0.3,0,KIC,1,5171,3.524,0,3.549,1.536,DSEP,4.84E-02,  ,291.29431,45.55269
,,,,,,,,,,,,,,,,,,,,,,,
9166099,4983,148,1,PHO,3.535,0.4,0,KIC,-0.211,0.3,0,KIC,1,4981,3.524,-0.22,2.793,0.951,DSEP,6.15E-02,  ,296.14157,45.59998
,,,,,,,,,,,,,,,,,,,,,,,
9176321,8290,290,0,KIC,3.599,0.4,0,KIC,-0.126,0.3,0,KIC,1,8269,3.732,-0.12,3.217,2.039,DSEP,8.62E-02,  ,298.98917,45.52735
,,,,,,,,,,,,,,,,,,,,,,,
9177141,6194,216,1,PHO,3.514,0.4,0,KIC,-0.365,0.3,0,KIC,1,6180,3.508,-0.38,3.614,1.535,DSEP,4.58E-02,  ,299.2374,45.58102
,,,,,,,,,,,,,,,,,,,,,,,
9177480,6276,231,1,PHO,3.557,0.4,0,KIC,-0.204,0.3,0,KIC,1,6279,3.563,-0.2,3.448,1.586,DSEP,5.45E-02,  ,299.33566,45.52111
,,,,,,,,,,,,,,,,,,,,,,,
9177547,5970,208,1,PHO,3.55,0.4,0,KIC,0.094,0.3,0,KIC,1,5968,3.556,0.08,3.564,1.666,DSEP,5.18E-02,  ,299.35587,45.55153
,,,,,,,,,,,,,,,,,,,,,,,
9177807,5670,191,1,PHO,3.532,0.4,0,KIC,-0.025,0.3,0,KIC,1,5672,3.532,-0.02,3.637,1.642,DSEP,4.81E-02,  ,299.43921,45.55979
,,,,,,,,,,,,,,,,,,,,,,,
9178185,5908,212,1,PHO,3.503,0.4,0,KIC,0.124,0.3,0,KIC,1,5908,3.497,0.12,3.915,1.755,DSEP,4.12E-02,  ,299.55338,45.52205
,,,,,,,,,,,,,,,,,,,,,,,
9178548,6705,258,1,PHO,3.556,0.4,0,KIC,0.509,0.3,0,KIC,1,6705,3.55,0.48,4.087,2.161,DSEP,4.46E-02,  ,299.6499,45.59276
,,,,,,,,,,,,,,,,,,,,,,,
9182572,5510,192,54,PHO,3.517,0.4,54,PHO,-0.66,0.3,54,PHO,0,5514,3.519,-0.66,3.258,1.278,DSEP,5.21E-02,  ,300.7254,45.59611
,,,,,,,,,,,,,,,,,,,,,,,
9201604,5230,183,10,PHO,3.524,0.03,10,AST,-0.2,0.3,10,PHO,1,5230,3.524,-0.2,3.3,1.33,MULT,5.21E-02,10,283.22684,45.69772
,,,,,,,,,,,,,,,,,,,,,,,
9202550,5337,156,1,PHO,3.578,0.4,0,KIC,-0.648,0.3,0,KIC,1,5333,3.57,-0.64,2.757,1.029,DSEP,6.92E-02,  ,283.79184,45.69243
,,,,,,,,,,,,,,,,,,,,,,,
9205753,5299,162,1,PHO,3.523,0.4,0,KIC,-0.134,0.3,0,KIC,1,5284,3.539,-0.16,3.436,1.492,DSEP,5.18E-02,  ,285.58679,45.6145
,,,,,,,,,,,,,,,,,,,,,,,
9215124,5043,146,1,PHO,3.542,0.4,0,KIC,-0.508,0.3,0,KIC,1,5060,3.511,-0.48,2.66,0.837,DSEP,6.27E-02,  ,290.55322,45.67441
,,,,,,,,,,,,,,,,,,,,,,,
9224836,9062,317,54,PHO,3.592,0.4,54,PHO,-0.5,0.3,54,PHO,0,9038,3.629,-0.5,3.79,2.228,DSEP,5.76E-02,  ,294.36871,45.61862
,,,,,,,,,,,,,,,,,,,,,,,
9240664,5580,188,1,PHO,3.502,0.4,0,KIC,-0.371,0.3,0,KIC,1,5575,3.516,-0.38,3.515,1.48,DSEP,4.80E-02,  ,299.20667,45.64547
,,,,,,,,,,,,,,,,,,,,,,,
9240953,5577,181,1,PHO,3.538,0.4,0,KIC,0.278,0.3,0,KIC,1,5578,3.503,0.28,3.931,1.792,DSEP,4.16E-02,  ,299.2991,45.69624
,,,,,,,,,,,,,,,,,,,,,,,
9242120,5444,184,1,PHO,3.555,0.4,0,KIC,-0.29,0.3,0,KIC,1,5432,3.545,-0.32,3.365,1.446,DSEP,5.35E-02,  ,299.64636,45.69446
,,,,,,,,,,,,,,,,,,,,,,,
9243464,6855,240,1,PHO,3.51,0.4,0,KIC,-0.211,0.3,0,KIC,1,6837,3.497,-0.22,4.022,1.851,DSEP,4.01E-02,  ,300.03549,45.69166
,,,,,,,,,,,,,,,,,,,,,,,
9243795,5766,184,1,PHO,3.533,0.4,0,KIC,-0.324,0.3,0,KIC,1,5759,3.519,-0.32,3.521,1.496,DSEP,4.83E-02,  ,300.12634,45.63355
,,,,,,,,,,,,,,,,,,,,,,,
9244172,6746,285,1,PHO,3.539,0.4,0,KIC,-0.509,0.3,0,KIC,1,6746,3.568,-0.52,3.397,1.557,DSEP,5.59E-02,  ,300.24347,45.65531
,,,,,,,,,,,,,,,,,,,,,,,
9244992,6900,292,1,PHO,3.518,0.4,0,KIC,-0.149,0.3,0,KIC,1,6902,3.521,-0.16,3.933,1.872,DSEP,4.33E-02,  ,300.48935,45.62099
,,,,,,,,,,,,,,,,,,,,,,,
9269148,6236,218,54,PHO,3.506,0.4,54,PHO,-0.28,0.3,54,PHO,0,6240,3.489,-0.26,3.823,1.642,DSEP,4.14E-02,  ,285.87454,45.79728
,,,,,,,,,,,,,,,,,,,,,,,
9271986,5127,148,1,PHO,3.521,0.4,0,KIC,-0.165,0.3,0,KIC,1,5128,3.517,-0.18,3.301,1.308,DSEP,5.12E-02,  ,287.59357,45.72185
,,,,,,,,,,,,,,,,,,,,,,,
9291718,5251,157,1,PHO,3.582,0.4,0,KIC,-0.066,0.3,0,KIC,1,5258,3.593,-0.04,3.221,1.483,DSEP,6.25E-02,  ,295.93506,45.78057
,,,,,,,,,,,,,,,,,,,,,,,
9300295,8076,282,0,KIC,3.592,0.4,0,KIC,-0.112,0.3,0,KIC,1,8083,3.713,-0.1,3.294,2.046,DSEP,8.06E-02,  ,298.45688,45.7585
,,,,,,,,,,,,,,,,,,,,,,,
9304431,6119,226,1,PHO,3.502,0.4,0,KIC,-0.12,0.3,0,KIC,1,6110,3.488,-0.12,3.876,1.686,DSEP,4.08E-02,  ,299.64114,45.73789
,,,,,,,,,,,,,,,,,,,,,,,
9304561,5736,228,1,PHO,3.524,0.4,0,KIC,-0.591,0.3,0,KIC,1,5742,3.521,-0.58,3.374,1.378,DSEP,5.05E-02,  ,299.68271,45.71133
,,,,,,,,,,,,,,,,,,,,,,,
9326202,5296,163,1,PHO,3.544,0.4,0,KIC,0.498,0.3,0,KIC,1,5305,3.556,0.48,3.627,1.728,DSEP,5.10E-02,  ,283.53476,45.83415
,,,,,,,,,,,,,,,,,,,,,,,
9327189,5171,150,1,PHO,3.568,0.4,0,KIC,-0.398,0.3,0,KIC,1,5170,3.556,-0.4,2.825,1.048,DSEP,6.55E-02,  ,284.10086,45.8474
,,,,,,,,,,,,,,,,,,,,,,,
9329381,5490,165,1,PHO,3.501,0.4,0,KIC,-0.27,0.3,0,KIC,1,5480,3.49,-0.28,3.733,1.569,DSEP,4.25E-02,  ,285.3508,45.82996
,,,,,,,,,,,,,,,,,,,,,,,
9333300,5053,148,1,PHO,3.532,0.4,0,KIC,-0.016,0.3,0,KIC,1,5048,3.521,-0.02,3.34,1.35,DSEP,5.11E-02,  ,287.62122,45.86478
,,,,,,,,,,,,,,,,,,,,,,,
9335415,5640,169,1,PHO,3.553,0.4,0,KIC,-0.898,0.3,0,KIC,1,5637,3.553,-0.9,2.899,1.094,DSEP,6.33E-02,  ,288.73773,45.80131
,,,,,,,,,,,,,,,,,,,,,,,
9339359,5342,162,1,PHO,3.573,0.4,0,KIC,-0.784,0.3,0,KIC,1,5339,3.567,-0.78,2.625,0.927,DSEP,7.22E-02,  ,290.6088,45.84718
,,,,,,,,,,,,,,,,,,,,,,,
9340411,5159,149,1,PHO,3.593,0.4,0,KIC,-0.197,0.3,0,KIC,1,5162,3.604,-0.2,2.916,1.246,DSEP,7.08E-02,  ,291.0527,45.83513
,,,,,,,,,,,,,,,,,,,,,,,
9344927,5113,147,1,PHO,3.53,0.4,0,KIC,-0.075,0.3,0,KIC,1,5112,3.535,-0.08,3.303,1.364,DSEP,5.33E-02,  ,292.85507,45.87161
,,,,,,,,,,,,,,,,,,,,,,,
9351621,6002,210,54,PHO,3.593,0.4,54,PHO,-0.44,0.3,54,PHO,0,5988,3.618,-0.44,2.988,1.353,DSEP,7.14E-02,  ,295.3606,45.81214
,,,,,,,,,,,,,,,,,,,,,,,
9351622,7674,268,0,KIC,3.531,0.4,0,KIC,-0.221,0.3,0,KIC,1,7652,3.582,-0.24,3.784,1.995,DSEP,5.19E-02,  ,295.36194,45.89809
,,,,,,,,,,,,,,,,,,,,,,,
